YEAR,MO,DY,HR,T2M,RH2M,PRECTOTCORR,WD50M,WS50M
2019,3,28,18,33.57,17.19,0,291.28,6.07
2019,3,28,19,31.71,20.69,0,290.12,6.47
2019,3,28,20,30.14,24.25,0,288.41,5.89
2019,3,28,21,28.7,29.69,0,277.59,5.03
2019,3,28,22,27.38,38.75,0,257.33,4.77
2019,3,28,23,26.07,52.81,0,237.55,5.11
2019,3,29,0,24.94,68.44,0,219.84,5.28
2019,3,29,1,24.06,80,0,204.05,5.25
2019,3,29,2,23.38,86.31,0,199.29,4.83
2019,3,29,3,22.83,88.69,0,200.12,4.04
2019,3,29,4,22.45,89.31,0,198.79,3.18
2019,3,29,5,22.27,88.81,0,194.55,2.52
2019,3,29,6,23.19,82,0,183.85,2.21
2019,3,29,7,26.37,59.94,0,142.65,0.75
2019,3,29,8,30.21,39.19,0,38.75,1.52
2019,3,29,9,34.76,23,0,33.9,2.41
2019,3,29,10,38.97,13.5,0,36.63,1.9
2019,3,29,11,41.08,10.88,0,10.52,1.11
2019,3,29,12,42.3,10,0,316.99,1.27
2019,3,29,13,42.73,9.94,0,295.66,1.98
2019,3,29,14,42.52,10.19,0,289.95,2.7
2019,3,29,15,41.76,10.69,0,286.27,3.21
2019,3,29,16,40.43,11.56,0,282.49,3.72
2019,3,29,17,37.91,14.06,0,278.64,4.99
2019,3,29,18,33.17,21.75,0,273.56,6.54
2019,3,29,19,30.94,28.56,0,267.44,6.48
2019,3,29,20,29.24,36.94,0,258.55,5.83
2019,3,29,21,27.75,48.25,0,250.53,5.32
2019,3,29,22,26.45,60.38,0,243.6,4.81
2019,3,29,23,25.44,70.94,0,237.69,4.33
2019,3,30,0,24.63,78.5,0,234.39,3.82
2019,3,30,1,24.05,82.94,0,230.91,3.27
2019,3,30,2,23.61,85.81,0,224.28,2.65
2019,3,30,3,23.3,87.25,0,210.96,2.1
2019,3,30,4,23.13,87.38,0,191.26,1.84
2019,3,30,5,22.89,87.69,0,175.76,1.9
2019,3,30,6,23.7,82.38,0,167.45,2.12
2019,3,30,7,26.8,62.88,0,168.86,0.53
2019,3,30,8,31.05,39.94,0,350.6,2.39
2019,3,30,9,35.37,25.31,0,349.62,3.6
2019,3,30,10,38.03,19.88,0,343.53,3.61
2019,3,30,11,39.76,17.25,0,332.49,3.6
2019,3,30,12,40.84,15.75,0,322.13,3.83
2019,3,30,13,41.32,14.94,0,313.91,4.07
2019,3,30,14,41.3,14.62,0,309.66,4.27
2019,3,30,15,40.76,14.75,0,305.89,4.22
2019,3,30,16,39.63,15.38,0,299.45,4.02
2019,3,30,17,37.49,17.5,0,284.86,4.24
2019,3,30,18,33,25.75,0,265.78,5.63
2019,3,30,19,30.94,34,0,254.2,6.28
2019,3,30,20,29.26,43.81,0,243.5,6.27
2019,3,30,21,27.72,55,0,234.94,6.17
2019,3,30,22,26.65,65.12,0,231.43,6.12
2019,3,30,23,25.84,73.38,0,230.11,5.77
2019,3,31,0,25.12,80.62,0,226.03,5.22
2019,3,31,1,24.45,86.31,0,219.07,4.81
2019,3,31,2,23.89,90.56,0,214.71,4.64
2019,3,31,3,23.37,93.06,0,214.55,4.48
2019,3,31,4,22.9,95.06,0,213.92,4.26
2019,3,31,5,22.42,98,0,210.91,4.02
2019,3,31,6,23.43,92.81,0,207.16,3.71
2019,3,31,7,26.73,65.44,0,226.88,2.53
2019,3,31,8,30.8,36.25,0,274.18,2.36
2019,3,31,9,35.03,19.94,0,288.54,2.73
2019,3,31,10,37.87,14.44,0,281.96,2.83
2019,3,31,11,39.58,12.25,0,275.96,3.61
2019,3,31,12,40.47,11.25,0,275.79,4.49
2019,3,31,13,40.65,10.88,0,276.49,5.11
2019,3,31,14,40.28,10.81,0,276.29,5.49
2019,3,31,15,39.4,11.19,0,275.04,5.6
2019,3,31,16,37.94,12.25,0,271.4,5.45
2019,3,31,17,35.58,15.06,0,258.97,5.35
2019,3,31,18,30.91,25.19,0,239.52,6.39
2019,3,31,19,28.84,36.69,0,228.28,6.95
2019,3,31,20,27.3,48.12,0,219.48,7.07
2019,3,31,21,26.32,57.44,0,213.71,7.31
2019,3,31,22,25.59,65.12,0,211.7,7.37
2019,3,31,23,24.97,72.44,0,211.31,7.14
2019,4,1,0,24.33,79.56,0,211.14,6.78
2019,4,1,1,23.68,86.44,0,211.54,6.41
2019,4,1,2,23.01,93.38,0,215.78,5.89
2019,4,1,3,22.41,98.62,0,220.75,5.36
2019,4,1,4,21.95,100,0,220.32,4.94
2019,4,1,5,21.58,100,0,215.75,4.57
2019,4,1,6,22.86,95.19,0,210.73,4.24
2019,4,1,7,26.23,68.06,0,223.06,3.1
2019,4,1,8,30.08,42.31,0,241.47,2.65
2019,4,1,9,33.82,28.12,0,249.06,2.43
2019,4,1,10,37.35,18.94,0,250.12,1.86
2019,4,1,11,39.31,15.88,0,250.87,2.03
2019,4,1,12,40.28,14.81,0,249.58,2.78
2019,4,1,13,40.44,14.81,0,248.43,3.57
2019,4,1,14,39.96,15.31,0,247.25,4.2
2019,4,1,15,38.96,16.25,0,245.17,4.74
2019,4,1,16,37.34,18.12,0,243.47,5.21
2019,4,1,17,34.82,22.25,0,243.26,5.8
2019,4,1,18,30.98,33,0,241.41,6.53
2019,4,1,19,28.5,46.12,0,235.3,6.3
2019,4,1,20,26.82,57.81,0,225.32,6
2019,4,1,21,25.61,67.25,0,216.16,6.04
2019,4,1,22,24.72,74.38,0,210.21,6.1
2019,4,1,23,23.97,80,0,206.07,6.03
2019,4,2,0,23.28,85.19,0,202.42,5.9
2019,4,2,1,22.69,89.94,0,198.14,5.85
2019,4,2,2,22.12,94.31,0,195.83,5.7
2019,4,2,3,21.65,98.12,0,194.19,5.51
2019,4,2,4,21.3,100,0,191.47,5.34
2019,4,2,5,21.05,100,0,188.39,5.14
2019,4,2,6,22.47,93.94,0,185.75,4.76
2019,4,2,7,25.6,77.06,0,197.4,3.71
2019,4,2,8,29.3,55.25,0,208,2.8
2019,4,2,9,33.98,31.19,0,200.66,1.02
2019,4,2,10,37.92,18.19,0,89.48,0.86
2019,4,2,11,40.02,14.19,0,72.53,0.44
2019,4,2,12,41.21,12.88,0,288.95,0.55
2019,4,2,13,41.6,12.94,0,280.25,1.49
2019,4,2,14,41.26,13.94,0,278.24,2.34
2019,4,2,15,40.32,15.25,0,274.05,3.21
2019,4,2,16,38.87,17.12,0,270.34,3.97
2019,4,2,17,36.59,20.81,0,267.46,4.93
2019,4,2,18,32.41,31.5,0,261.35,6.18
2019,4,2,19,30.08,42.62,0,251.94,6.1
2019,4,2,20,28.38,53.5,0,238.77,5.55
2019,4,2,21,26.87,65.44,0,224.7,5.23
2019,4,2,22,25.6,77.62,0,214.61,5.12
2019,4,2,23,24.68,87.69,0,209.26,5.05
2019,4,3,0,24.12,94,0,206.53,5.02
2019,4,3,1,23.79,96.75,0,203.2,5.12
2019,4,3,2,23.4,98.62,0,199.51,4.98
2019,4,3,3,22.97,100,0,192.57,4.67
2019,4,3,4,22.58,100,0,182.19,4.5
2019,4,3,5,22.25,100,0,172.31,4.56
2019,4,3,6,23.55,90.38,0,166.08,4.52
2019,4,3,7,26.68,69.5,0,170.23,3.08
2019,4,3,8,30.74,47.38,0,186.93,1.68
2019,4,3,9,35.73,24.62,0,254.05,0.17
2019,4,3,10,39.13,15.44,0,298.3,0.46
2019,4,3,11,40.93,13,0,270,1.2
2019,4,3,12,41.93,12.38,0,268.21,2.25
2019,4,3,13,42.19,12.56,0,269.86,3.2
2019,4,3,14,41.83,13.06,0,271.95,3.91
2019,4,3,15,41.01,13.62,0,272.42,4.43
2019,4,3,16,39.66,14.5,0,273.24,4.7
2019,4,3,17,37.5,16.56,0,272.84,4.9
2019,4,3,18,33.05,23.75,0,267.37,5.45
2019,4,3,19,30.86,30.12,0,263.06,5.23
2019,4,3,20,29.22,37.19,0,258.11,4.85
2019,4,3,21,27.76,46.81,0,251.17,4.7
2019,4,3,22,26.48,58.81,0,243.56,4.65
2019,4,3,23,25.44,70.5,0,237.01,4.59
2019,4,4,0,24.62,79.94,0,234.3,4.58
2019,4,4,1,23.98,86.69,0,233.8,4.55
2019,4,4,2,23.48,91.06,0,231.82,4.37
2019,4,4,3,23.08,94,0,225.88,3.97
2019,4,4,4,22.76,95.69,0,214.55,3.6
2019,4,4,5,22.49,96.31,0,200.66,3.43
2019,4,4,6,23.84,87.38,0,189.33,3.42
2019,4,4,7,27.32,64.94,0,186.47,2.98
2019,4,4,8,31.69,41.5,0,196.61,2.32
2019,4,4,9,36.18,24.88,0,205.05,1.46
2019,4,4,10,39.43,17.62,0,227.98,1.06
2019,4,4,11,41.22,15.38,0,258.69,1.75
2019,4,4,12,41.93,15.06,0,268.77,2.91
2019,4,4,13,41.88,15.44,0,271.71,3.93
2019,4,4,14,41.4,15.81,0,271.71,4.45
2019,4,4,15,40.61,16.12,0,270.19,4.61
2019,4,4,16,39.3,17,0,268,4.7
2019,4,4,17,37.05,20,0,262.21,5.02
2019,4,4,18,32.94,30.12,0,250.73,5.92
2019,4,4,19,30.63,40.88,0,241.2,6
2019,4,4,20,28.74,52.69,0,232.88,5.64
2019,4,4,21,27.43,63.69,0,224.83,5.44
2019,4,4,22,26.55,72.69,0,216.59,5.44
2019,4,4,23,25.83,80.06,0,208.81,5.71
2019,4,5,0,25.24,86.12,0,202.54,6.17
2019,4,5,1,24.8,90.5,0,198.65,6.55
2019,4,5,2,24.47,93.12,0,198.05,6.63
2019,4,5,3,24.2,94.62,0,197.64,6.62
2019,4,5,4,23.92,96.06,0,196.45,6.65
2019,4,5,5,23.65,97.44,0,195.32,6.68
2019,4,5,6,24.45,92.25,0,195.97,6.44
2019,4,5,7,27.13,71.38,0,209.27,6.15
2019,4,5,8,30.57,47,0,222.36,5.76
2019,4,5,9,33.87,31.56,0,233.44,5.57
2019,4,5,10,36.4,23.69,0,240.5,5.46
2019,4,5,11,38.07,20.31,0,246.24,5.57
2019,4,5,12,38.82,19.31,0,250.9,5.92
2019,4,5,13,38.89,19.25,0,252.78,6.31
2019,4,5,14,38.4,19.44,0,253.67,6.47
2019,4,5,15,37.6,19.69,0,253.98,6.4
2019,4,5,16,36.23,21,0,252.43,6.19
2019,4,5,17,34.04,24.75,0,247.43,6.07
2019,4,5,18,30.7,35.88,0,241.23,6.19
2019,4,5,19,28.46,50.19,0,235.32,5.92
2019,4,5,20,27.01,61.69,0,228.71,5.55
2019,4,5,21,26.01,71.12,0,226,5.38
2019,4,5,22,25.29,79.62,0,228.06,5.39
2019,4,5,23,24.72,86.94,0,233,5.52
2019,4,6,0,24.28,91.62,0,235.7,5.48
2019,4,6,1,23.81,95.38,0,232.9,5.06
2019,4,6,2,23.35,98.31,0,231.07,4.7
2019,4,6,3,22.99,100,0,233.31,4.47
2019,4,6,4,22.69,100,0,236.17,4.34
2019,4,6,5,22.43,100,0,235.43,4.09
2019,4,6,6,23.81,94,0,228.98,3.58
2019,4,6,7,26.89,71.31,0,230.16,3.07
2019,4,6,8,30.21,49.12,0,236.27,2.83
2019,4,6,9,34.11,30.81,0,261.24,2.82
2019,4,6,10,36.91,22.69,0,274.65,3.37
2019,4,6,11,38.77,18.44,0,278.05,4.13
2019,4,6,12,39.84,16.44,0,278.19,4.93
2019,4,6,13,40.1,15.94,0,276.63,5.62
2019,4,6,14,39.86,15.88,0,272.47,5.81
2019,4,6,15,39.08,16.38,0,266.31,5.71
2019,4,6,16,37.7,18.12,0,258.17,5.6
2019,4,6,17,35.33,22.44,0,244.27,5.78
2019,4,6,18,31.47,33.81,0,230.12,6.56
2019,4,6,19,29.07,46.5,0,221.62,6.94
2019,4,6,20,27.69,57,0,215,7.19
2019,4,6,21,26.82,65.75,0,212.1,7.32
2019,4,6,22,26.22,72.44,0,213.05,7.18
2019,4,6,23,25.72,78.44,0,212.6,6.95
2019,4,7,0,25.23,84.12,0,207.02,6.66
2019,4,7,1,24.79,88.62,0,201.78,6.49
2019,4,7,2,24.32,92.31,0,199.95,6.16
2019,4,7,3,23.84,94.88,0,199.24,5.95
2019,4,7,4,23.39,96.94,0,197.2,5.95
2019,4,7,5,23.07,98.5,0,194.94,5.91
2019,4,7,6,24.16,91.88,0,192.92,5.55
2019,4,7,7,27.13,70.69,0,205.24,4.09
2019,4,7,8,30.8,46.12,0,223.79,3.13
2019,4,7,9,34.44,29.19,0,248.06,3.07
2019,4,7,10,37.29,21.12,0,259.77,3.43
2019,4,7,11,39.3,17.38,0,265.26,3.68
2019,4,7,12,40.4,15.75,0,267,4.03
2019,4,7,13,40.8,15.31,0,264.43,4.26
2019,4,7,14,40.42,15.81,0,262.43,4.51
2019,4,7,15,39.54,16.88,0,262.89,4.79
2019,4,7,16,38.06,18.88,0,260.76,5.01
2019,4,7,17,35.73,23.5,0,252.07,5.35
2019,4,7,18,32.09,35.5,0,240.32,6.17
2019,4,7,19,29.7,50.12,0,229.95,6.34
2019,4,7,20,28.12,62.81,0,221.01,6.35
2019,4,7,21,27.12,72.06,0,215.23,6.35
2019,4,7,22,26.41,78.75,0,211.16,6.37
2019,4,7,23,25.85,84.12,0,208.41,6.39
2019,4,8,0,25.35,89,0,205.97,6.37
2019,4,8,1,24.96,93.12,0,203.54,6.28
2019,4,8,2,24.68,95.31,0,202.83,5.96
2019,4,8,3,24.22,97.56,0,204.38,5.49
2019,4,8,4,23.71,100,0,205.32,4.97
2019,4,8,5,23.23,100,0,203.81,4.35
2019,4,8,6,24.59,93.19,0,201.75,3.54
2019,4,8,7,27.9,66.88,0,247.11,1.69
2019,4,8,8,32.48,35.62,0,317.04,2.95
2019,4,8,9,36.49,20.19,0,324.18,3.5
2019,4,8,10,38.8,16,0,313.09,3.15
2019,4,8,11,40.4,14,0,292.4,3.18
2019,4,8,12,41.33,12.88,0,273.54,3.67
2019,4,8,13,41.56,12.31,0,261.37,4.58
2019,4,8,14,41.05,12.5,0,257.53,5.46
2019,4,8,15,39.98,13.25,0,255.73,6.09
2019,4,8,16,38.29,14.88,0,252.4,6.43
2019,4,8,17,35.81,19.19,0,246.97,6.63
2019,4,8,18,32.14,31.62,0,239.12,6.68
2019,4,8,19,29.6,46.75,0,231.18,6.57
2019,4,8,20,28.15,57.94,0,221.68,6.49
2019,4,8,21,27.15,66.5,0,213.63,6.53
2019,4,8,22,26.28,74.06,0,209.07,6.54
2019,4,8,23,25.55,80.94,0,206.75,6.37
2019,4,9,0,24.95,86.5,0,204.85,5.97
2019,4,9,1,24.46,90.75,0,202.79,5.47
2019,4,9,2,24.01,94,0,205.55,4.73
2019,4,9,3,23.83,95.69,0,214.35,3.97
2019,4,9,4,23.69,97,0,223.89,3.44
2019,4,9,5,23.72,97.12,0,229.51,3.02
2019,4,9,6,24.64,91.81,0,229.76,2.53
2019,4,9,7,27.19,69.75,0,264.71,2.03
2019,4,9,8,31.3,39.12,0,300.44,3.05
2019,4,9,9,35.26,22.25,0,298.62,3.51
2019,4,9,10,37.7,16.62,0,286.57,4.03
2019,4,9,11,39.32,13.88,0,276.78,4.89
2019,4,9,12,40.19,12.69,0,269.92,5.8
2019,4,9,13,40.37,12.5,0,264.93,6.64
2019,4,9,14,39.88,13.12,0,262.21,7.32
2019,4,9,15,38.73,14.5,0,260.35,7.73
2019,4,9,16,36.99,17.06,0,255.87,7.9
2019,4,9,17,34.39,22.38,0,245.54,7.89
2019,4,9,18,30.76,35.5,0,228.19,7.73
2019,4,9,19,28.37,52.25,0,214.87,7.69
2019,4,9,20,27.2,63.69,0,204.55,7.64
2019,4,9,21,26.64,69.94,0,198.88,7.6
2019,4,9,22,26.13,75.38,0,197.45,7.45
2019,4,9,23,25.62,80.75,0,197.8,7.18
2019,4,10,0,25.11,85.94,0,198.15,6.85
2019,4,10,1,24.58,90.38,0,198,6.5
2019,4,10,2,23.92,94.69,0,201.33,5.82
2019,4,10,3,23.32,98.5,0,208.14,4.95
2019,4,10,4,23.12,99.88,0,215.21,4.09
2019,4,10,5,22.95,100,0,223.45,3.27
2019,4,10,6,24.3,93,0,238.6,2.44
2019,4,10,7,27.27,68.62,0,295.17,2.44
2019,4,10,8,30.83,45.19,0,323.58,3
2019,4,10,9,34.7,28.75,0,336.33,2.98
2019,4,10,10,37.49,21.75,0,343.13,2.8
2019,4,10,11,39.44,17.5,0,342.97,2.72
2019,4,10,12,40.26,15.31,0,331.83,2.75
2019,4,10,13,40.37,14.25,0,318.5,2.98
2019,4,10,14,40.5,13.62,0,308.94,3.46
2019,4,10,15,40.4,13.31,0,304.05,3.81
2019,4,10,16,39.38,14.06,0,300.26,4.02
2019,4,10,17,37.3,16.44,0,291.52,4.41
2019,4,10,18,32.38,25.75,0,272.6,5.87
2019,4,10,19,30.05,36.62,0,257.69,6.67
2019,4,10,20,28.52,49.38,0,247.45,6.78
2019,4,10,21,27.4,63.06,0,241.96,6.5
2019,4,10,22,26.71,74.12,0,238.71,6.11
2019,4,10,23,26.33,80.44,0,237.8,5.73
2019,4,11,0,26.21,80.25,0,245.36,5.72
2019,4,11,1,25.63,83.62,0,249.59,5.08
2019,4,11,2,24.73,88.81,0,251.03,4.21
2019,4,11,3,24.3,90.75,0,251.3,3.19
2019,4,11,4,24.12,91.12,0,251.76,2.2
2019,4,11,5,23.91,91.81,0,251.36,1.39
2019,4,11,6,25.04,85.31,0,248.57,0.9
2019,4,11,7,28.16,62.62,0,297.85,1.09
2019,4,11,8,31.59,43.56,0,320.71,1.67
2019,4,11,9,35.05,30.88,0,340.37,2.26
2019,4,11,10,38.72,20.94,0,349.7,2.62
2019,4,11,11,40.86,17,0,336.19,2.61
2019,4,11,12,42.17,14.94,0,315.22,2.94
2019,4,11,13,42.69,14.06,0,300.88,3.62
2019,4,11,14,42.5,13.88,0,291.46,4.16
2019,4,11,15,41.65,14.19,0,283.2,4.52
2019,4,11,16,40.23,15.31,0,276,4.85
2019,4,11,17,37.9,18.38,0,267.61,5.43
2019,4,11,18,33.61,28.06,0,254.99,6.82
2019,4,11,19,30.83,41.81,0,244.78,7
2019,4,11,20,28.83,55.56,0,236.29,6.43
2019,4,11,21,27.65,66.38,0,230.97,6.05
2019,4,11,22,26.85,74.12,0,228.55,5.71
2019,4,11,23,26.2,79.56,0,225.67,5.22
2019,4,12,0,25.62,83.75,0,220.48,4.69
2019,4,12,1,25.12,87.12,0,215.05,4.09
2019,4,12,2,24.71,90.06,0,211.88,3.7
2019,4,12,3,24.25,93.62,0,212.16,3.58
2019,4,12,4,23.83,96.69,0,214.44,3.62
2019,4,12,5,23.47,99.56,0,216.68,3.86
2019,4,12,6,25,91.44,0,221.04,3.92
2019,4,12,7,28.33,66.94,0,245.99,2.98
2019,4,12,8,32.02,44.56,0,280.98,2.42
2019,4,12,9,35.61,31.06,0,314.25,1.69
2019,4,12,10,39.52,19.88,0,345.56,1.35
2019,4,12,11,41.61,16,0,313.36,1.16
2019,4,12,12,42.85,14,0,277.99,1.85
2019,4,12,13,43.39,12.94,0,268.1,2.82
2019,4,12,14,43.05,13,0,266.71,3.68
2019,4,12,15,41.97,13.81,0,267.44,4.38
2019,4,12,16,40.35,15.44,0,267.19,4.94
2019,4,12,17,37.97,18.88,0,264.41,5.69
2019,4,12,18,34.23,28.12,0,256.81,6.78
2019,4,12,19,31.6,40.75,0,250.51,6.84
2019,4,12,20,29.69,52.81,0,246.21,6.28
2019,4,12,21,28.51,60.81,0,244.53,5.87
2019,4,12,22,27.69,65.88,0,245.84,5.65
2019,4,12,23,27.11,68.12,0,250.12,5.49
2019,4,13,0,26.64,68.38,0,258.01,5.26
2019,4,13,1,26.44,66.62,0,269.45,4.86
2019,4,13,2,26.54,62.62,0,287.52,4.49
2019,4,13,3,26.48,59.31,0,303.14,4.09
2019,4,13,4,26.26,56.75,0,318.31,3.92
2019,4,13,5,26.02,55.81,0,329.37,3.25
2019,4,13,6,27.03,51.44,0,343.85,2.67
2019,4,13,7,30.02,38.25,0,0.33,4.06
2019,4,13,8,33.72,26.88,0,10.63,5.17
2019,4,13,9,37.14,20.38,0,20.05,4.31
2019,4,13,10,39.89,16.06,0,26.13,2.78
2019,4,13,11,41.87,13.31,0,12.75,1.35
2019,4,13,12,43.19,12.12,0,305.24,1.21
2019,4,13,13,43.52,12.5,0,284.92,2.34
2019,4,13,14,43.11,13.44,0,285.03,3.28
2019,4,13,15,42.23,14.38,0,286.88,4.09
2019,4,13,16,40.9,15.56,0,288.35,4.77
2019,4,13,17,38.97,17.44,0,288.89,5.6
2019,4,13,18,35.26,22.88,0,285.36,6.49
2019,4,13,19,33.03,27.75,0,281.6,6.29
2019,4,13,20,31.52,32.44,0,275.23,5.74
2019,4,13,21,30.19,39,0,268.42,5.38
2019,4,13,22,28.93,48.31,0,262.71,4.99
2019,4,13,23,27.83,58.88,0,254.23,4.46
2019,4,14,0,26.97,67.69,0,243.73,4.09
2019,4,14,1,26.33,74.31,0,227.85,4.11
2019,4,14,2,26.05,78.25,0,214.38,4.34
2019,4,14,3,25.72,81.81,0,206.88,4.46
2019,4,14,4,25.3,85.38,0,204.09,4.29
2019,4,14,5,24.83,88.69,0,204.32,3.83
2019,4,14,6,26.02,82.75,0,205.47,3.11
2019,4,14,7,29.11,59.56,0,243.43,1.29
2019,4,14,8,32.66,39.38,0,330.56,1.46
2019,4,14,9,37.27,22.69,0,357.62,1.88
2019,4,14,10,40.41,16.19,0,350.96,1.39
2019,4,14,11,42.12,14.38,0,318.01,1.26
2019,4,14,12,43.09,13.75,0,295.34,1.95
2019,4,14,13,43.4,13.69,0,290.57,2.91
2019,4,14,14,42.98,14.19,0,290.06,3.92
2019,4,14,15,41.98,15,0,289.37,4.83
2019,4,14,16,40.51,16.25,0,288.36,5.61
2019,4,14,17,38.61,18.25,0,284.73,6.39
2019,4,14,18,35.43,23.69,0,273.45,6.89
2019,4,14,19,33.4,29.94,0,260.72,6.59
2019,4,14,20,31.98,37.19,0,247.13,5.69
2019,4,14,21,30.87,44.94,0,235.4,4.9
2019,4,14,22,30.15,51.12,0,225.37,4.31
2019,4,14,23,29.62,56.12,0,221.2,4
2019,4,15,0,29.1,60.62,0,221.32,3.79
2019,4,15,1,28.55,63.94,0.15,228.67,3.71
2019,4,15,2,27.94,67.06,0.28,236.84,3.26
2019,4,15,3,27.33,70.5,0.21,235.77,2.51
2019,4,15,4,26.99,72.06,0.13,225.45,2.1
2019,4,15,5,26.73,72.44,0.03,214.33,2.15
2019,4,15,6,27.52,68.56,0.01,205.84,2.22
2019,4,15,7,29.94,53.56,0.03,219.36,1.69
2019,4,15,8,33.24,36.19,0.01,266.7,1.22
2019,4,15,9,35.86,27,0.01,275.82,1.23
2019,4,15,10,37.3,23.75,0.01,252.4,1.7
2019,4,15,11,37.89,22.75,0,247.88,2.57
2019,4,15,12,37.94,22.62,0,255.68,3.48
2019,4,15,13,37.9,22.44,0,266.42,4
2019,4,15,14,37.94,21.94,0,272.38,3.95
2019,4,15,15,37.75,21.62,0,276.34,3.68
2019,4,15,16,37.25,21.75,0,277.49,3.24
2019,4,15,17,36.34,22.56,0,272.27,2.96
2019,4,15,18,33.42,27.38,0,256.08,3.73
2019,4,15,19,31.55,32.5,0,241.97,4.77
2019,4,15,20,30.24,39.5,0,235.07,5.53
2019,4,15,21,29.08,48.94,0,233.22,5.75
2019,4,15,22,28.13,58.81,0.01,232.51,5.33
2019,4,15,23,27.37,67.81,0.01,231.77,4.55
2019,4,16,0,26.79,74.62,0.04,225.6,3.67
2019,4,16,1,26.4,79,0.06,207.86,3.09
2019,4,16,2,26.1,81.31,0.1,186.57,3.48
2019,4,16,3,25.79,81.88,0.12,175.98,4.35
2019,4,16,4,25.51,81.19,0.15,173.62,4.85
2019,4,16,5,25.03,81.12,0.12,176.87,4.86
2019,4,16,6,26.14,74.62,0.16,184.88,4.41
2019,4,16,7,29.22,55.25,0.14,197.07,3.51
2019,4,16,8,33.04,35.62,0.02,210.52,2.74
2019,4,16,9,35.41,29.12,0.01,230.54,2.52
2019,4,16,10,36.99,26.19,0.01,246.25,2.99
2019,4,16,11,37.87,24.81,0.01,255.87,3.62
2019,4,16,12,38.36,24.19,0.01,259.65,4.48
2019,4,16,13,38.32,24.12,0,261.45,5.47
2019,4,16,14,37.73,24.56,0,261.44,6.35
2019,4,16,15,36.72,25.31,0,259.95,7.12
2019,4,16,16,35.27,27,0,258.6,7.67
2019,4,16,17,33.48,29.94,0,255.08,7.83
2019,4,16,18,31.4,36.44,0,247.36,7.55
2019,4,16,19,29.93,45.88,0,239.2,7.29
2019,4,16,20,29.09,54.31,0,232.09,7.03
2019,4,16,21,28.46,60.69,0,230.55,6.68
2019,4,16,22,27.86,65.31,0,237.34,6.28
2019,4,16,23,27.3,66.25,0,251.92,5.97
2019,4,17,0,26.81,61.94,0,268.81,6
2019,4,17,1,26.3,55.56,0,282.83,5.87
2019,4,17,2,25.52,53.69,0,293.9,5.55
2019,4,17,3,24.68,54.06,0,303.04,5.36
2019,4,17,4,23.51,57.75,0,308.49,4.87
2019,4,17,5,22.67,61.62,0,312.77,4.12
2019,4,17,6,24.11,56.88,0,315.8,3.55
2019,4,17,7,26.47,45.31,0,314.82,3.44
2019,4,17,8,28.83,33.81,0,313.92,3.51
2019,4,17,9,31.15,25,0,309.73,3.79
2019,4,17,10,33.17,19.69,0,302.58,4.03
2019,4,17,11,34.73,16.56,0,295.02,4.27
2019,4,17,12,35.7,15.06,0,289.02,4.6
2019,4,17,13,36.11,14.75,0,284.32,4.96
2019,4,17,14,35.88,15.38,0,279.67,5.21
2019,4,17,15,35.1,16.5,0,274.67,5.28
2019,4,17,16,33.88,18.25,0,269.39,5.12
2019,4,17,17,32.12,21.38,0,261.04,4.86
2019,4,17,18,29.22,28.88,0,249.09,5.32
2019,4,17,19,27.47,38.75,0,241.73,5.99
2019,4,17,20,26.37,48.56,0,238.47,6.14
2019,4,17,21,25.73,56.44,0,238.91,6.16
2019,4,17,22,25.24,62.56,0,240.6,5.94
2019,4,17,23,24.85,66.38,0,242.51,5.64
2019,4,18,0,24.52,68.69,0,245.55,5.3
2019,4,18,1,24.25,70.12,0,251.96,5
2019,4,18,2,24.01,71,0,264.4,4.8
2019,4,18,3,23.79,71.69,0,280,4.68
2019,4,18,4,23.53,72.44,0,293.98,4.57
2019,4,18,5,23.25,73.44,0,306.33,4.47
2019,4,18,6,24.94,65.81,0,319.2,4.53
2019,4,18,7,27.33,54,0,332.11,4.54
2019,4,18,8,29.71,44.19,0,341.4,3.45
2019,4,18,9,32.16,35.88,0,348.83,2.46
2019,4,18,10,34.33,30.06,0,345.31,2
2019,4,18,11,36.01,26.5,0,328.82,2.13
2019,4,18,12,37.12,23.94,0,314.41,2.68
2019,4,18,13,37.64,22.56,0,306.74,3.38
2019,4,18,14,37.53,22.44,0,303.97,4.04
2019,4,18,15,36.82,23.12,0,303.72,4.49
2019,4,18,16,35.68,24.31,0,304.12,4.86
2019,4,18,17,34.04,26.5,0,304.07,5.22
2019,4,18,18,31.51,31.25,0,297.37,5.74
2019,4,18,19,29.81,36.12,0,289.53,5.82
2019,4,18,20,28.73,39.94,0,280.19,5.56
2019,4,18,21,27.81,44.81,0,270.56,5.59
2019,4,18,22,27.03,52.06,0,263.07,5.89
2019,4,18,23,26.37,61.5,0,260.8,6.11
2019,4,19,0,25.74,71.06,0,264.72,5.95
2019,4,19,1,25.15,77.88,0,274.5,5.57
2019,4,19,2,24.57,80.12,0,291.33,4.55
2019,4,19,3,23.98,78.69,0,320.23,3.52
2019,4,19,4,23.52,74.56,0,354.82,3.37
2019,4,19,5,23.02,70.25,0,21.67,3.77
2019,4,19,6,24.23,60.69,0,37.9,3.84
2019,4,19,7,27.65,40.75,0,37.04,4.27
2019,4,19,8,32.73,22.5,0,27.4,5.01
2019,4,19,9,35.62,18,0,15.86,3.74
